n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja
336,"(219.275,219.3]",219.275,219.3,0.025,ppt,1.1855364552459988e-4,0
337,"(219.375,219.4]",219.375,219.4,0.025,ppt,8.622083310879991e-5,0
338,"(219.4,219.425]",219.4,219.425,0.025,ppt,2.1555208277199977e-5,0
339,"(219.475,219.5]",219.475,219.5,0.025,ppt,9.69984372473999e-5,0
340,"(219.5,219.525]",219.5,219.525,0.025,ppt,3.2332812415799966e-5,0
341,"(219.575,219.6]",219.575,219.6,0.025,ppt,1.2933124966319986e-4,0
342,"(219.675,219.7]",219.675,219.7,0.025,ppt,1.077760413859999e-4,0
343,"(219.775,219.8]",219.775,219.8,0.025,ppt,9.69984372473999e-5,0
344,"(219.875,219.9]",219.875,219.9,0.025,ppt,9.69984372473999e-5,0
345,"(219.9,219.925]",219.9,219.925,0.025,ppt,1.0777604138599989e-5,0
346,"(219.975,220]",219.975,220,0.025,ppt,6.466562483159993e-5,0
347,"(220.075,220.1]",220.075,220.1,0.025,ppt,1.4010885380179986e-4,0
348,"(220.175,220.2]",220.175,220.2,0.025,ppt,1.4010885380179986e-4,0
349,"(220.275,220.3]",220.275,220.3,0.025,ppt,9.69984372473999e-5,0
350,"(220.375,220.4]",220.375,220.4,0.025,ppt,6.466562483159993e-5,0
351,"(220.4,220.425]",220.4,220.425,0.025,ppt,1.0777604138599989e-5,0
352,"(220.475,220.5]",220.475,220.5,0.025,ppt,9.69984372473999e-5,0
353,"(220.5,220.525]",220.5,220.525,0.025,ppt,3.2332812415799966e-5,0
354,"(220.575,220.6]",220.575,220.6,0.025,ppt,1.2933124966319986e-4,0
355,"(220.675,220.7]",220.675,220.7,0.025,ppt,7.544322897019993e-5,0
356,"(220.775,220.8]",220.775,220.8,0.025,ppt,1.6166406207899985e-4,0
357,"(220.875,220.9]",220.875,220.9,0.025,ppt,5.388802069299995e-5,0
358,"(220.975,221]",220.975,221,0.025,ppt,6.466562483159993e-5,0
359,"(221,221.025]",221,221.025,0.025,ppt,2.1555208277199977e-5,0
360,"(221.075,221.1]",221.075,221.1,0.025,ppt,4.3110416554399954e-5,0
361,"(221.175,221.2]",221.175,221.2,0.025,ppt,1.7244166621759982e-4,0
362,"(221.275,221.3]",221.275,221.3,0.025,ppt,1.4010885380179986e-4,0
363,"(221.375,221.4]",221.375,221.4,0.025,ppt,7.544322897019993e-5,0
364,"(221.4,221.425]",221.4,221.425,0.025,ppt,3.2332812415799966e-5,0
365,"(221.475,221.5]",221.475,221.5,0.025,ppt,7.544322897019993e-5,0
366,"(221.5,221.525]",221.5,221.525,0.025,ppt,4.3110416554399954e-5,0
367,"(221.575,221.6]",221.575,221.6,0.025,ppt,7.544322897019993e-5,0
368,"(221.675,221.7]",221.675,221.7,0.025,ppt,8.622083310879991e-5,0
369,"(221.775,221.8]",221.775,221.8,0.025,ppt,6.466562483159993e-5,0
370,"(221.875,221.9]",221.875,221.9,0.025,ppt,7.544322897019993e-5,0
371,"(221.9,221.925]",221.9,221.925,0.025,ppt,2.1555208277199977e-5,0
372,"(221.975,222]",221.975,222,0.025,ppt,7.544322897019993e-5,0
373,"(222,222.025]",222,222.025,0.025,ppt,4.3110416554399954e-5,0
374,"(222.075,222.1]",222.075,222.1,0.025,ppt,9.69984372473999e-5,0
375,"(222.175,222.2]",222.175,222.2,0.025,ppt,6.466562483159993e-5,0
376,"(222.275,222.3]",222.275,222.3,0.025,ppt,1.077760413859999e-4,0
377,"(222.375,222.4]",222.375,222.4,0.025,ppt,6.466562483159993e-5,0
378,"(222.475,222.5]",222.475,222.5,0.025,ppt,9.69984372473999e-5,0
379,"(222.5,222.525]",222.5,222.525,0.025,ppt,2.1555208277199977e-5,0
380,"(222.575,222.6]",222.575,222.6,0.025,ppt,9.69984372473999e-5,0
381,"(222.675,222.7]",222.675,222.7,0.025,ppt,9.69984372473999e-5,0
382,"(222.775,222.8]",222.775,222.8,0.025,ppt,1.6166406207899985e-4,0
383,"(222.875,222.9]",222.875,222.9,0.025,ppt,7.544322897019993e-5,0
384,"(222.9,222.925]",222.9,222.925,0.025,ppt,2.1555208277199977e-5,0
385,"(222.975,223]",222.975,223,0.025,ppt,6.466562483159993e-5,0
386,"(223.075,223.1]",223.075,223.1,0.025,ppt,8.622083310879991e-5,0
387,"(223.175,223.2]",223.175,223.2,0.025,ppt,7.544322897019993e-5,0
388,"(223.275,223.3]",223.275,223.3,0.025,ppt,1.077760413859999e-4,0
389,"(223.375,223.4]",223.375,223.4,0.025,ppt,4.3110416554399954e-5,0
390,"(223.4,223.425]",223.4,223.425,0.025,ppt,1.0777604138599989e-5,0
391,"(223.475,223.5]",223.475,223.5,0.025,ppt,8.622083310879991e-5,0
392,"(223.5,223.525]",223.5,223.525,0.025,ppt,2.1555208277199977e-5,0
393,"(223.575,223.6]",223.575,223.6,0.025,ppt,5.388802069299995e-5,0
394,"(223.675,223.7]",223.675,223.7,0.025,ppt,5.388802069299995e-5,0
395,"(223.775,223.8]",223.775,223.8,0.025,ppt,1.5088645794039985e-4,0
396,"(223.875,223.9]",223.875,223.9,0.025,ppt,1.1855364552459988e-4,0
397,"(223.9,223.925]",223.9,223.925,0.025,ppt,2.1555208277199977e-5,0
398,"(223.975,224]",223.975,224,0.025,ppt,5.388802069299995e-5,0
399,"(224,224.025]",224,224.025,0.025,ppt,2.1555208277199977e-5,0
400,"(224.075,224.1]",224.075,224.1,0.025,ppt,6.466562483159993e-5,0
401,"(224.175,224.2]",224.175,224.2,0.025,ppt,8.622083310879991e-5,0
402,"(224.275,224.3]",224.275,224.3,0.025,ppt,6.466562483159993e-5,0
403,"(224.375,224.4]",224.375,224.4,0.025,ppt,5.388802069299995e-5,0
404,"(224.4,224.425]",224.4,224.425,0.025,ppt,3.2332812415799966e-5,0
405,"(224.475,224.5]",224.475,224.5,0.025,ppt,7.544322897019993e-5,0
406,"(224.5,224.525]",224.5,224.525,0.025,ppt,4.3110416554399954e-5,0
407,"(224.575,224.6]",224.575,224.6,0.025,ppt,1.077760413859999e-4,0
408,"(224.675,224.7]",224.675,224.7,0.025,ppt,6.466562483159993e-5,0
409,"(224.775,224.8]",224.775,224.8,0.025,ppt,9.69984372473999e-5,0
410,"(224.875,224.9]",224.875,224.9,0.025,ppt,4.3110416554399954e-5,0
411,"(224.9,224.925]",224.9,224.925,0.025,ppt,3.2332812415799966e-5,0
412,"(224.975,225]",224.975,225,0.025,ppt,4.3110416554399954e-5,0
413,"(225,225.025]",225,225.025,0.025,ppt,1.0777604138599989e-5,0
414,"(225.075,225.1]",225.075,225.1,0.025,ppt,3.2332812415799966e-5,0
415,"(225.175,225.2]",225.175,225.2,0.025,ppt,5.388802069299995e-5,0
416,"(225.275,225.3]",225.275,225.3,0.025,ppt,1.077760413859999e-4,0
417,"(225.375,225.4]",225.375,225.4,0.025,ppt,6.466562483159993e-5,0
418,"(225.4,225.425]",225.4,225.425,0.025,ppt,2.1555208277199977e-5,0
419,"(225.475,225.5]",225.475,225.5,0.025,ppt,2.1555208277199977e-5,0
420,"(225.5,225.525]",225.5,225.525,0.025,ppt,1.0777604138599989e-5,0
421,"(225.575,225.6]",225.575,225.6,0.025,ppt,9.69984372473999e-5,0
422,"(225.675,225.7]",225.675,225.7,0.025,ppt,1.077760413859999e-4,0
423,"(225.775,225.8]",225.775,225.8,0.025,ppt,8.622083310879991e-5,0
424,"(225.875,225.9]",225.875,225.9,0.025,ppt,5.388802069299995e-5,0
425,"(225.9,225.925]",225.9,225.925,0.025,ppt,1.0777604138599989e-5,0
426,"(225.975,226]",225.975,226,0.025,ppt,6.466562483159993e-5,0
427,"(226,226.025]",226,226.025,0.025,ppt,1.0777604138599989e-5,0
428,"(226.075,226.1]",226.075,226.1,0.025,ppt,7.544322897019993e-5,0
429,"(226.175,226.2]",226.175,226.2,0.025,ppt,4.3110416554399954e-5,0
430,"(226.275,226.3]",226.275,226.3,0.025,ppt,7.544322897019993e-5,0
431,"(226.375,226.4]",226.375,226.4,0.025,ppt,5.388802069299995e-5,0
432,"(226.475,226.5]",226.475,226.5,0.025,ppt,6.466562483159993e-5,0
433,"(226.5,226.525]",226.5,226.525,0.025,ppt,2.1555208277199977e-5,0
434,"(226.575,226.6]",226.575,226.6,0.025,ppt,9.69984372473999e-5,0
435,"(226.675,226.7]",226.675,226.7,0.025,ppt,8.622083310879991e-5,0
436,"(226.775,226.8]",226.775,226.8,0.025,ppt,7.544322897019993e-5,0
437,"(226.875,226.9]",226.875,226.9,0.025,ppt,2.1555208277199977e-5,0
438,"(226.9,226.925]",226.9,226.925,0.025,ppt,3.2332812415799966e-5,0
439,"(226.975,227]",226.975,227,0.025,ppt,3.2332812415799966e-5,0
440,"(227,227.025]",227,227.025,0.025,ppt,3.2332812415799966e-5,0
441,"(227.075,227.1]",227.075,227.1,0.025,ppt,1.077760413859999e-4,0
442,"(227.175,227.2]",227.175,227.2,0.025,ppt,4.3110416554399954e-5,0
443,"(227.275,227.3]",227.275,227.3,0.025,ppt,3.2332812415799966e-5,0
444,"(227.375,227.4]",227.375,227.4,0.025,ppt,5.388802069299995e-5,0
445,"(227.475,227.5]",227.475,227.5,0.025,ppt,6.466562483159993e-5,0
446,"(227.5,227.525]",227.5,227.525,0.025,ppt,1.0777604138599989e-5,0
447,"(227.575,227.6]",227.575,227.6,0.025,ppt,8.622083310879991e-5,0
448,"(227.675,227.7]",227.675,227.7,0.025,ppt,1.077760413859999e-4,0
449,"(227.775,227.8]",227.775,227.8,0.025,ppt,5.388802069299995e-5,0
450,"(227.875,227.9]",227.875,227.9,0.025,ppt,3.2332812415799966e-5,0
451,"(227.9,227.925]",227.9,227.925,0.025,ppt,1.0777604138599989e-5,0
452,"(227.975,228]",227.975,228,0.025,ppt,9.69984372473999e-5,0
453,"(228.075,228.1]",228.075,228.1,0.025,ppt,7.544322897019993e-5,0
454,"(228.175,228.2]",228.175,228.2,0.025,ppt,9.69984372473999e-5,0
455,"(228.275,228.3]",228.275,228.3,0.025,ppt,7.544322897019993e-5,0
456,"(228.375,228.4]",228.375,228.4,0.025,ppt,3.2332812415799966e-5,0
457,"(228.4,228.425]",228.4,228.425,0.025,ppt,1.0777604138599989e-5,0
458,"(228.475,228.5]",228.475,228.5,0.025,ppt,6.466562483159993e-5,0
459,"(228.5,228.525]",228.5,228.525,0.025,ppt,3.2332812415799966e-5,0
460,"(228.575,228.6]",228.575,228.6,0.025,ppt,6.466562483159993e-5,0
461,"(228.675,228.7]",228.675,228.7,0.025,ppt,7.544322897019993e-5,0
462,"(228.775,228.8]",228.775,228.8,0.025,ppt,9.69984372473999e-5,0
463,"(228.875,228.9]",228.875,228.9,0.025,ppt,7.544322897019993e-5,0
464,"(228.975,229]",228.975,229,0.025,ppt,3.2332812415799966e-5,0
465,"(229,229.025]",229,229.025,0.025,ppt,1.0777604138599989e-5,0
466,"(229.075,229.1]",229.075,229.1,0.025,ppt,6.466562483159993e-5,0
467,"(229.175,229.2]",229.175,229.2,0.025,ppt,7.544322897019993e-5,0
468,"(229.275,229.3]",229.275,229.3,0.025,ppt,3.2332812415799966e-5,0
469,"(229.375,229.4]",229.375,229.4,0.025,ppt,2.1555208277199977e-5,0
470,"(229.4,229.425]",229.4,229.425,0.025,ppt,2.1555208277199977e-5,0
471,"(229.475,229.5]",229.475,229.5,0.025,ppt,7.544322897019993e-5,0
472,"(229.5,229.525]",229.5,229.525,0.025,ppt,1.0777604138599989e-5,0
473,"(229.575,229.6]",229.575,229.6,0.025,ppt,3.2332812415799966e-5,0
474,"(229.675,229.7]",229.675,229.7,0.025,ppt,5.388802069299995e-5,0
475,"(229.775,229.8]",229.775,229.8,0.025,ppt,6.466562483159993e-5,0
476,"(229.875,229.9]",229.875,229.9,0.025,ppt,5.388802069299995e-5,0
477,"(229.975,230]",229.975,230,0.025,ppt,8.622083310879991e-5,0
478,"(230.075,230.1]",230.075,230.1,0.025,ppt,1.0777604138599989e-5,0
479,"(230.175,230.2]",230.175,230.2,0.025,ppt,7.544322897019993e-5,0
480,"(230.275,230.3]",230.275,230.3,0.025,ppt,9.69984372473999e-5,0
481,"(230.375,230.4]",230.375,230.4,0.025,ppt,4.3110416554399954e-5,0
482,"(230.4,230.425]",230.4,230.425,0.025,ppt,1.0777604138599989e-5,0
483,"(230.475,230.5]",230.475,230.5,0.025,ppt,3.2332812415799966e-5,0
484,"(230.575,230.6]",230.575,230.6,0.025,ppt,6.466562483159993e-5,0
485,"(230.675,230.7]",230.675,230.7,0.025,ppt,3.2332812415799966e-5,0
486,"(230.775,230.8]",230.775,230.8,0.025,ppt,4.3110416554399954e-5,0
487,"(230.875,230.9]",230.875,230.9,0.025,ppt,3.2332812415799966e-5,0
488,"(230.9,230.925]",230.9,230.925,0.025,ppt,1.0777604138599989e-5,0
489,"(230.975,231]",230.975,231,0.025,ppt,5.388802069299995e-5,0
490,"(231.075,231.1]",231.075,231.1,0.025,ppt,3.2332812415799966e-5,0
491,"(231.175,231.2]",231.175,231.2,0.025,ppt,3.2332812415799966e-5,0
492,"(231.275,231.3]",231.275,231.3,0.025,ppt,3.2332812415799966e-5,0
493,"(231.375,231.4]",231.375,231.4,0.025,ppt,1.0777604138599989e-5,0
494,"(231.4,231.425]",231.4,231.425,0.025,ppt,1.0777604138599989e-5,0
495,"(231.475,231.5]",231.475,231.5,0.025,ppt,2.1555208277199977e-5,0
496,"(231.575,231.6]",231.575,231.6,0.025,ppt,5.388802069299995e-5,0
497,"(231.675,231.7]",231.675,231.7,0.025,ppt,2.1555208277199977e-5,0
498,"(231.775,231.8]",231.775,231.8,0.025,ppt,3.2332812415799966e-5,0
499,"(231.875,231.9]",231.875,231.9,0.025,ppt,1.0777604138599989e-5,0
500,"(231.9,231.925]",231.9,231.925,0.025,ppt,1.0777604138599989e-5,0
501,"(231.975,232]",231.975,232,0.025,ppt,2.1555208277199977e-5,0
502,"(232.175,232.2]",232.175,232.2,0.025,ppt,1.0777604138599989e-5,0
503,"(232.275,232.3]",232.275,232.3,0.025,ppt,1.0777604138599989e-5,0
504,"(232.375,232.4]",232.375,232.4,0.025,ppt,3.2332812415799966e-5,0
505,"(232.475,232.5]",232.475,232.5,0.025,ppt,3.2332812415799966e-5,0
506,"(232.5,232.525]",232.5,232.525,0.025,ppt,2.1555208277199977e-5,0
507,"(232.575,232.6]",232.575,232.6,0.025,ppt,4.3110416554399954e-5,0
508,"(232.675,232.7]",232.675,232.7,0.025,ppt,5.388802069299995e-5,0
509,"(232.775,232.8]",232.775,232.8,0.025,ppt,4.3110416554399954e-5,0
510,"(232.875,232.9]",232.875,232.9,0.025,ppt,1.0777604138599989e-5,0
511,"(232.9,232.925]",232.9,232.925,0.025,ppt,1.0777604138599989e-5,0
512,"(232.975,233]",232.975,233,0.025,ppt,3.2332812415799966e-5,0
513,"(233.075,233.1]",233.075,233.1,0.025,ppt,2.1555208277199977e-5,0
514,"(233.175,233.2]",233.175,233.2,0.025,ppt,6.466562483159993e-5,0
515,"(233.275,233.3]",233.275,233.3,0.025,ppt,2.1555208277199977e-5,0
516,"(233.375,233.4]",233.375,233.4,0.025,ppt,4.3110416554399954e-5,0
517,"(233.475,233.5]",233.475,233.5,0.025,ppt,1.0777604138599989e-5,0
518,"(233.5,233.525]",233.5,233.525,0.025,ppt,1.0777604138599989e-5,0
519,"(233.575,233.6]",233.575,233.6,0.025,ppt,3.2332812415799966e-5,0
520,"(233.675,233.7]",233.675,233.7,0.025,ppt,4.3110416554399954e-5,0
521,"(233.775,233.8]",233.775,233.8,0.025,ppt,3.2332812415799966e-5,0
522,"(233.875,233.9]",233.875,233.9,0.025,ppt,2.1555208277199977e-5,0
523,"(233.975,234]",233.975,234,0.025,ppt,2.1555208277199977e-5,0
524,"(234.075,234.1]",234.075,234.1,0.025,ppt,3.2332812415799966e-5,0
525,"(234.175,234.2]",234.175,234.2,0.025,ppt,3.2332812415799966e-5,0
526,"(234.275,234.3]",234.275,234.3,0.025,ppt,3.2332812415799966e-5,0
527,"(234.375,234.4]",234.375,234.4,0.025,ppt,3.2332812415799966e-5,0
528,"(234.575,234.6]",234.575,234.6,0.025,ppt,5.388802069299995e-5,0
529,"(234.675,234.7]",234.675,234.7,0.025,ppt,5.388802069299995e-5,0
530,"(234.775,234.8]",234.775,234.8,0.025,ppt,2.1555208277199977e-5,0
531,"(234.875,234.9]",234.875,234.9,0.025,ppt,1.0777604138599989e-5,0
532,"(234.975,235]",234.975,235,0.025,ppt,2.1555208277199977e-5,0
533,"(235,235.025]",235,235.025,0.025,ppt,1.0777604138599989e-5,0
534,"(235.075,235.1]",235.075,235.1,0.025,ppt,5.388802069299995e-5,0
535,"(235.175,235.2]",235.175,235.2,0.025,ppt,3.2332812415799966e-5,0
536,"(235.375,235.4]",235.375,235.4,0.025,ppt,3.2332812415799966e-5,0
537,"(235.475,235.5]",235.475,235.5,0.025,ppt,2.1555208277199977e-5,0
538,"(235.575,235.6]",235.575,235.6,0.025,ppt,5.388802069299995e-5,0
539,"(235.675,235.7]",235.675,235.7,0.025,ppt,3.2332812415799966e-5,0
540,"(235.775,235.8]",235.775,235.8,0.025,ppt,3.2332812415799966e-5,0
541,"(235.875,235.9]",235.875,235.9,0.025,ppt,2.1555208277199977e-5,0
542,"(235.975,236]",235.975,236,0.025,ppt,1.0777604138599989e-5,0
543,"(236.075,236.1]",236.075,236.1,0.025,ppt,4.3110416554399954e-5,0
544,"(236.175,236.2]",236.175,236.2,0.025,ppt,4.3110416554399954e-5,0
545,"(236.275,236.3]",236.275,236.3,0.025,ppt,3.2332812415799966e-5,0
546,"(236.375,236.4]",236.375,236.4,0.025,ppt,3.2332812415799966e-5,0
547,"(236.475,236.5]",236.475,236.5,0.025,ppt,2.1555208277199977e-5,0
548,"(236.575,236.6]",236.575,236.6,0.025,ppt,3.2332812415799966e-5,0
549,"(236.675,236.7]",236.675,236.7,0.025,ppt,2.1555208277199977e-5,0
550,"(236.775,236.8]",236.775,236.8,0.025,ppt,3.2332812415799966e-5,0
551,"(236.875,236.9]",236.875,236.9,0.025,ppt,1.0777604138599989e-5,0
552,"(236.975,237]",236.975,237,0.025,ppt,5.388802069299995e-5,0
553,"(237,237.025]",237,237.025,0.025,ppt,2.1555208277199977e-5,0
554,"(237.075,237.1]",237.075,237.1,0.025,ppt,3.2332812415799966e-5,0
555,"(237.175,237.2]",237.175,237.2,0.025,ppt,3.2332812415799966e-5,0
556,"(237.275,237.3]",237.275,237.3,0.025,ppt,7.544322897019993e-5,0
557,"(237.375,237.4]",237.375,237.4,0.025,ppt,2.1555208277199977e-5,0
558,"(237.4,237.425]",237.4,237.425,0.025,ppt,1.0777604138599989e-5,0
559,"(237.475,237.5]",237.475,237.5,0.025,ppt,6.466562483159993e-5,0
560,"(237.5,237.525]",237.5,237.525,0.025,ppt,1.0777604138599989e-5,0
561,"(237.675,237.7]",237.675,237.7,0.025,ppt,1.0777604138599989e-5,0
562,"(237.775,237.8]",237.775,237.8,0.025,ppt,4.3110416554399954e-5,0
563,"(237.875,237.9]",237.875,237.9,0.025,ppt,3.2332812415799966e-5,0
564,"(237.9,237.925]",237.9,237.925,0.025,ppt,1.0777604138599989e-5,0
565,"(237.975,238]",237.975,238,0.025,ppt,1.0777604138599989e-5,0
566,"(238,238.025]",238,238.025,0.025,ppt,1.0777604138599989e-5,0
567,"(238.075,238.1]",238.075,238.1,0.025,ppt,6.466562483159993e-5,0
568,"(238.175,238.2]",238.175,238.2,0.025,ppt,5.388802069299995e-5,0
569,"(238.275,238.3]",238.275,238.3,0.025,ppt,1.0777604138599989e-5,0
570,"(238.375,238.4]",238.375,238.4,0.025,ppt,1.0777604138599989e-5,0
571,"(238.4,238.425]",238.4,238.425,0.025,ppt,1.0777604138599989e-5,0
572,"(238.475,238.5]",238.475,238.5,0.025,ppt,1.0777604138599989e-5,0
573,"(238.575,238.6]",238.575,238.6,0.025,ppt,3.2332812415799966e-5,0
574,"(238.675,238.7]",238.675,238.7,0.025,ppt,1.1855364552459988e-4,0
575,"(238.775,238.8]",238.775,238.8,0.025,ppt,1.0777604138599989e-5,0
576,"(238.875,238.9]",238.875,238.9,0.025,ppt,2.1555208277199977e-5,0
577,"(238.975,239]",238.975,239,0.025,ppt,4.3110416554399954e-5,0
578,"(239,239.025]",239,239.025,0.025,ppt,1.0777604138599989e-5,0
579,"(239.075,239.1]",239.075,239.1,0.025,ppt,5.388802069299995e-5,0
580,"(239.175,239.2]",239.175,239.2,0.025,ppt,6.466562483159993e-5,0
581,"(239.275,239.3]",239.275,239.3,0.025,ppt,3.2332812415799966e-5,0
582,"(239.375,239.4]",239.375,239.4,0.025,ppt,8.622083310879991e-5,0
583,"(239.475,239.5]",239.475,239.5,0.025,ppt,2.1555208277199977e-5,0
584,"(239.5,239.525]",239.5,239.525,0.025,ppt,1.0777604138599989e-5,0
585,"(239.575,239.6]",239.575,239.6,0.025,ppt,6.466562483159993e-5,0
586,"(239.675,239.7]",239.675,239.7,0.025,ppt,6.466562483159993e-5,0
587,"(239.775,239.8]",239.775,239.8,0.025,ppt,7.544322897019993e-5,0
588,"(239.875,239.9]",239.875,239.9,0.025,ppt,5.388802069299995e-5,0
589,"(239.975,240]",239.975,240,0.025,ppt,3.2332812415799966e-5,0
590,"(240,240.025]",240,240.025,0.025,ppt,1.0777604138599989e-5,0
591,"(240.075,240.1]",240.075,240.1,0.025,ppt,7.544322897019993e-5,0
592,"(240.175,240.2]",240.175,240.2,0.025,ppt,5.388802069299995e-5,0
593,"(240.275,240.3]",240.275,240.3,0.025,ppt,5.388802069299995e-5,0
594,"(240.375,240.4]",240.375,240.4,0.025,ppt,3.2332812415799966e-5,0
595,"(240.4,240.425]",240.4,240.425,0.025,ppt,1.0777604138599989e-5,0
596,"(240.475,240.5]",240.475,240.5,0.025,ppt,2.1555208277199977e-5,0
597,"(240.5,240.525]",240.5,240.525,0.025,ppt,1.0777604138599989e-5,0
598,"(240.575,240.6]",240.575,240.6,0.025,ppt,5.388802069299995e-5,0
599,"(240.675,240.7]",240.675,240.7,0.025,ppt,1.0777604138599989e-5,0
600,"(240.775,240.8]",240.775,240.8,0.025,ppt,7.544322897019993e-5,0
601,"(240.875,240.9]",240.875,240.9,0.025,ppt,2.1555208277199977e-5,0
602,"(240.975,241]",240.975,241,0.025,ppt,5.388802069299995e-5,0
603,"(241,241.025]",241,241.025,0.025,ppt,1.0777604138599989e-5,0
604,"(241.075,241.1]",241.075,241.1,0.025,ppt,6.466562483159993e-5,0
605,"(241.175,241.2]",241.175,241.2,0.025,ppt,4.3110416554399954e-5,0
606,"(241.275,241.3]",241.275,241.3,0.025,ppt,4.3110416554399954e-5,0
607,"(241.375,241.4]",241.375,241.4,0.025,ppt,3.2332812415799966e-5,0
608,"(241.475,241.5]",241.475,241.5,0.025,ppt,6.466562483159993e-5,0
609,"(241.575,241.6]",241.575,241.6,0.025,ppt,5.388802069299995e-5,0
610,"(241.675,241.7]",241.675,241.7,0.025,ppt,2.1555208277199977e-5,0
611,"(241.775,241.8]",241.775,241.8,0.025,ppt,2.1555208277199977e-5,0
612,"(241.875,241.9]",241.875,241.9,0.025,ppt,5.388802069299995e-5,0
613,"(241.975,242]",241.975,242,0.025,ppt,7.544322897019993e-5,0
614,"(242,242.025]",242,242.025,0.025,ppt,1.0777604138599989e-5,0
615,"(242.075,242.1]",242.075,242.1,0.025,ppt,9.69984372473999e-5,0
616,"(242.175,242.2]",242.175,242.2,0.025,ppt,4.3110416554399954e-5,0
617,"(242.275,242.3]",242.275,242.3,0.025,ppt,7.544322897019993e-5,0
618,"(242.375,242.4]",242.375,242.4,0.025,ppt,7.544322897019993e-5,0
619,"(242.4,242.425]",242.4,242.425,0.025,ppt,2.1555208277199977e-5,0
620,"(242.475,242.5]",242.475,242.5,0.025,ppt,1.2933124966319986e-4,0
621,"(242.5,242.525]",242.5,242.525,0.025,ppt,1.0777604138599989e-5,0
622,"(242.575,242.6]",242.575,242.6,0.025,ppt,9.69984372473999e-5,0
623,"(242.675,242.7]",242.675,242.7,0.025,ppt,6.466562483159993e-5,0
624,"(242.775,242.8]",242.775,242.8,0.025,ppt,7.544322897019993e-5,0
625,"(242.875,242.9]",242.875,242.9,0.025,ppt,5.388802069299995e-5,0
626,"(242.9,242.925]",242.9,242.925,0.025,ppt,3.2332812415799966e-5,0
627,"(242.975,243]",242.975,243,0.025,ppt,7.544322897019993e-5,0
628,"(243,243.025]",243,243.025,0.025,ppt,1.0777604138599989e-5,0
629,"(243.075,243.1]",243.075,243.1,0.025,ppt,8.622083310879991e-5,0
630,"(243.175,243.2]",243.175,243.2,0.025,ppt,6.466562483159993e-5,0
631,"(243.275,243.3]",243.275,243.3,0.025,ppt,8.622083310879991e-5,0
632,"(243.375,243.4]",243.375,243.4,0.025,ppt,4.3110416554399954e-5,0
633,"(243.4,243.425]",243.4,243.425,0.025,ppt,4.3110416554399954e-5,0
634,"(243.475,243.5]",243.475,243.5,0.025,ppt,1.1855364552459988e-4,0
635,"(243.5,243.525]",243.5,243.525,0.025,ppt,1.0777604138599989e-5,0
636,"(243.575,243.6]",243.575,243.6,0.025,ppt,6.466562483159993e-5,0
637,"(243.675,243.7]",243.675,243.7,0.025,ppt,3.2332812415799966e-5,0
638,"(243.775,243.8]",243.775,243.8,0.025,ppt,9.69984372473999e-5,0
639,"(243.875,243.9]",243.875,243.9,0.025,ppt,8.622083310879991e-5,0
640,"(243.9,243.925]",243.9,243.925,0.025,ppt,1.0777604138599989e-5,0
641,"(243.975,244]",243.975,244,0.025,ppt,4.3110416554399954e-5,0
642,"(244,244.025]",244,244.025,0.025,ppt,3.2332812415799966e-5,0
643,"(244.075,244.1]",244.075,244.1,0.025,ppt,9.69984372473999e-5,0
644,"(244.175,244.2]",244.175,244.2,0.025,ppt,6.466562483159993e-5,0
645,"(244.275,244.3]",244.275,244.3,0.025,ppt,1.7244166621759982e-4,0
646,"(244.375,244.4]",244.375,244.4,0.025,ppt,2.1555208277199977e-5,0
647,"(244.4,244.425]",244.4,244.425,0.025,ppt,1.0777604138599989e-5,0
648,"(244.475,244.5]",244.475,244.5,0.025,ppt,1.1855364552459988e-4,0
649,"(244.5,244.525]",244.5,244.525,0.025,ppt,3.2332812415799966e-5,0
650,"(244.575,244.6]",244.575,244.6,0.025,ppt,5.388802069299995e-5,0
651,"(244.675,244.7]",244.675,244.7,0.025,ppt,1.2933124966319986e-4,0
652,"(244.775,244.8]",244.775,244.8,0.025,ppt,4.3110416554399954e-5,0
653,"(244.875,244.9]",244.875,244.9,0.025,ppt,5.388802069299995e-5,0
654,"(244.975,245]",244.975,245,0.025,ppt,1.077760413859999e-4,0
655,"(245,245.025]",245,245.025,0.025,ppt,3.2332812415799966e-5,0
656,"(245.075,245.1]",245.075,245.1,0.025,ppt,6.466562483159993e-5,0
657,"(245.175,245.2]",245.175,245.2,0.025,ppt,5.388802069299995e-5,0
658,"(245.275,245.3]",245.275,245.3,0.025,ppt,5.388802069299995e-5,0
659,"(245.375,245.4]",245.375,245.4,0.025,ppt,3.2332812415799966e-5,0
660,"(245.4,245.425]",245.4,245.425,0.025,ppt,3.2332812415799966e-5,0
661,"(245.475,245.5]",245.475,245.5,0.025,ppt,3.2332812415799966e-5,0
662,"(245.5,245.525]",245.5,245.525,0.025,ppt,1.0777604138599989e-5,0
663,"(245.575,245.6]",245.575,245.6,0.025,ppt,1.077760413859999e-4,0
664,"(245.675,245.7]",245.675,245.7,0.025,ppt,8.622083310879991e-5,0
665,"(245.775,245.8]",245.775,245.8,0.025,ppt,8.622083310879991e-5,0
666,"(245.875,245.9]",245.875,245.9,0.025,ppt,7.544322897019993e-5,0
667,"(245.975,246]",245.975,246,0.025,ppt,5.388802069299995e-5,0
